Administrative port,Home port,Port letters and numbers,Vessel name,Registry of Shipping and Seamen number,Licence number,Fish producer organisation,Overall length,Registered tonnage,Engine power,Vessel capacity units,Year built,Hull,Country of construction,Shellfish  licence (Y/N),Scallop licence (Y/N)
MILFORD HAVEN,PWLLHELI,CO18,VECTIS ENTERPRISE,B11395,11410,NON-SECTOR,10.64,8.91,95,87.438,1982,F,GBR,Y,Y
MILFORD HAVEN,CARDIGAN,CA9,D.J.P.,A15347,10327,NON-SECTOR,10.67,12.48,89,83.264,1988,F,GBR,Y,N
MILFORD HAVEN,MILFORD HAVEN,BS58,NICOLA FAITH,A24146,11169,NON-SECTOR,10.69,10.89,80,74.591,1987,S,GBR,Y,N
MILFORD HAVEN,AMLWCH,BS2,MELISSA CLARE,B11782,11433,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,10.75,12.27,122,98.975,1989,S,,Y,Y
MILFORD HAVEN,CONWY,BS115,GWEN PAUL M,C19962,12149,NON-SECTOR,11.08,7.62,294.2,179.48,2011,F,GBR,Y,N
MILFORD HAVEN,MILFORD HAVEN,M1,ELLA B I I,C20566,12521,NON-SECTOR,11.15,5.69,220.6,140.191,2014,F,GBR,Y,N
MILFORD HAVEN,NEW QUAY,AB4,SANDERLING,C19942,11575,NON-SECTOR,11.43,10.13,107,92.27,1979,F,GBR,Y,Y
MILFORD HAVEN,MILFORD HAVEN,M509,CELTIC,C18051,11704,NON-SECTOR,11.44,27.3,147,143.713,1988,A,GBR,Y,N
MILFORD HAVEN,MILFORD HAVEN,M38,K T J,A18225,10644,NON-SECTOR,11.55,15.2,94.74,98.304,1983,W,GBR,Y,N
MILFORD HAVEN,SWANSEA,SA67,CHANNEL SURVEYOR II,B11867,11440,NON-SECTOR,11.55,9.78,131,102.84,1990,F,GBR,Y,N
MILFORD HAVEN,HOLYHEAD,BS14,LADY K,A12819,40263,NON-SECTOR,11.6,20.25,94.74,94.833,1984,S,GBR,N,Y
MILFORD HAVEN,SWANSEA,LA8,HEATHER D,B11377,11407,CORNISH FPO LTD,11.6,25.77,187,140.41,1990,S,GBR,Y,Y
MILFORD HAVEN,HOLYHEAD,BS100,GOLDEN STRAND III,A10976,40713,NON-SECTOR,11.85,22.25,134,113.625,1967,W,UNK,N,Y
MILFORD HAVEN,ABERYSTWYTH,AB7,QUAKER,A23803,11141,NON-SECTOR,11.9,22.74,104,106.062,1980,W,FRA,Y,N
MILFORD HAVEN,MILFORD HAVEN,M119,DOLLY ANNE,A22587,11028,NON-SECTOR,11.9,13.29,130,107.528,1979,F,,Y,Y
MILFORD HAVEN,HOLYHEAD,CO365,CELTIC STAR,A15957,40370,NON-SECTOR,11.95,23.41,142,122.694,1982,S,GBR,N,Y
MILFORD HAVEN,ABERYSTWYTH,AB77,PEN DINAS,C18980,11557,NON-SECTOR,11.98,13.72,94,100.403,2007,W,GBR,Y,Y
MILFORD HAVEN,NEYLAND,M5,BLAIDD,A19090,44605,NON-SECTOR,11.98,15.68,100,92.201,1978,S,GBR,Y,Y
MILFORD HAVEN,HOLYHEAD,CO820,MASCARAID,A20887,10464,CORNISH FPO LTD,11.99,12.69,139,114.347,1980,W,GBR,N,Y
MILFORD HAVEN,MILFORD HAVEN,M33,ANNE MARY B,B10969,12454,NON-SECTOR,13.39,26.17,100,103.113,1989,S,GBR,Y,N
MILFORD HAVEN,HOLYHEAD,BS1,SCARLETT LOU,A18002,44649,SCOTTISH FISHERMENS ORGANISATION,13.58,47.29,198,161.074,1988,S,GBR,N,Y
MILFORD HAVEN,ABERYSTWYTH,AB177,JOANNA,B11272,11388,CORNISH FPO LTD,13.98,30.64,179,149.192,1989,S,GBR,N,Y
MILFORD HAVEN,PWLLHELI,M147,HARMONI,C18074,50151,NON-SECTOR,14.96,59.48,214,190.548,2003,S,GBR,N,Y
MILFORD HAVEN,CEMAES BAY,BS188,VIKING WARRIOR,A13231,10058,FLEETWOOD FPO LTD,14.97,28.57,131,132.902,1969,W,DNK,Y,Y
MILFORD HAVEN,ANGLESEY,BS425,CKS,A21771,12322,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,16.73,58,171,169.3,1973,W,GBR,N,N
MILFORD HAVEN,MILFORD HAVEN,M199,ANNE THIERRY,C19654,11565,NON-SECTOR,17.07,46,298,232.253,1975,W,,Y,N
MILFORD HAVEN,HOLYHEAD,CO377,SARAH H,A17592,11655,NON-SECTOR,17.58,46,84,127.985,1939,W,DNK,N,N
MILFORD HAVEN,MILFORD HAVEN,M642,PROSPERITY,A13690,44723,NON-SECTOR,17.73,38,162,164.919,1966,S,GBR,N,Y
MILFORD HAVEN,MILFORD HAVEN,M177,STEPHANIE,C17604,11123,SOUTH WESTERN FPO LTD,23.98,97,221,243.33,,S,,N,Y
MILFORD HAVEN,MILFORD HAVEN,M277,MERCURIUS,A16730,10425,SOUTH WESTERN FPO LTD,27.2,99,221,268.09,1963,S,GBR,N,Y
MILFORD HAVEN,VIGO,M1170,ARMAVEN UNO,C18942,11971,WALES AND WEST COAST FPO LTD,31.65,268,361,406.155,1995,S,ESP,N,N
MILFORD HAVEN,PENRHYN,BS8,VALENTE,C17580,11984,NON-SECTOR,43.19,388,537,630.36,2002,S,,N,N
MILFORD HAVEN,VIGO,M1033,BAFFIN BAY,B14270,11767,NON-SECTOR,60.82,1871,2461.8,1898.47,1989,S,ESP,N,N
NEWLYN,PADSTOW,PW95,ELINOR ROGET,A21410,10886,CORNISH FPO LTD,10.12,5.8,94,80.554,1979,W,GBR,Y,N
NEWLYN,PORTLOE,FY17,KINGFISHER,A17164,10479,SOUTH WESTERN FPO LTD,10.3,11.56,95,86.113,1983,W,GBR,N,Y
NEWLYN,NEWLYN,PZ15,CAPRIOLE,C18976,11459,NON-SECTOR,10.35,3.94,184,117.679,1989,F,,N,N
NEWLYN,MEVAGISSEY,FY470,IMOGEN,B12021,11788,CORNISH FPO LTD,10.4,24,187,132.718,1991,W,GBR,Y,N
NEWLYN,NEWLYN,PW17,GAL CADORA,B11563,44727,NON-SECTOR,10.4,9.27,96,81.992,1990,F,GBS,Y,N
NEWLYN,NEWQUAY,PZ30,LOYAL PARTNER,A21558,10901,CORNISH FPO LTD,10.65,8,97,76.558,1982,F,GBR,Y,N
NEWLYN,NEWLYN,BH9,VALHALLA,B10970,12003,CORNISH FPO LTD,10.7,16.39,169,120.99,1989,W,GBR,N,N
NEWLYN,SCILLY ISLES,SC11,VICTORY OF HELFORD,A22385,11000,CORNISH FPO LTD,10.73,7.36,103,83.047,1975,W,GBR,Y,N
NEWLYN,RIVER FAL-FALMOUTH,FH322,BOBBIE DEE II,A17062,10463,NON-SECTOR,10.82,11.94,96,82.693,1975,F,GBR,N,Y
NEWLYN,NEWLYN,SS88,TEGEN MOR,A23100,12407,CORNISH FPO LTD,10.84,9.72,96,86.452,1985,F,GBR,Y,N
NEWLYN,RIVER FAL-FALMOUTH,FH12,MOREL MARGH,B11206,11376,CORNISH FPO LTD,10.93,12.73,213,149.626,1989,S,GBR,N,Y
NEWLYN,RIVER FAL-FALMOUTH,FH729,JACQUELINE ANNE,C18609,11961,CORNISH FPO LTD,10.94,12.04,218,149.846,2005,S,GBR,N,Y
NEWLYN,NEWQUAY,SS84,THREE JAYS,B10151,12464,NON-SECTOR,11.05,9.81,117,97.403,1989,F,GBR,Y,N
NEWLYN,MEVAGISSEY,FY12,OCEAN HARVEST,A15119,10318,SOUTH WESTERN FPO LTD,11.37,14.66,94,87.666,1985,F,GBR,N,Y
NEWLYN,NEWLYN,FH444,LILY GRACE,B10669,12406,CORNISH FPO LTD,11.4,29.06,200,149.85,1989,S,GBR,Y,Y
NEWLYN,NEWLYN,PZ6,GIRL PAMELA,A21542,10899,CORNISH FPO LTD,11.48,17.04,94,94.878,1968,U,GBR,Y,N
NEWLYN,PORT ISAAC,PW100,OUR BELLE ANN,A21414,10887,CORNISH FPO LTD,11.73,13.28,373,212.189,1985,F,GBR,Y,N
NEWLYN,RIVER FAL-FALMOUTH,FH723,HARVESTER II,C18225,11915,CORNISH FPO LTD,11.83,16.29,162,134.416,2004,F,GBR,Y,N
NEWLYN,NEWLYN,PW156,SERENE DAWN,B11292,44719,CORNISH FPO LTD,11.86,27.57,187,138.706,1989,F,GBR,N,N
NEWLYN,NEWLYN,PZ643,GARY M,A21902,11969,CORNISH FPO LTD,11.87,25.44,177,144.46,1982,W,GBR,N,N
NEWLYN,NEWLYN,PZ329,HARVEST REAPER,B10024,12393,CORNISH FPO LTD,11.88,31.48,221,157.424,1988,S,GBR,N,N
NEWLYN,MEVAGISSEY,FH76,GALWAD-Y-MOR,A16924,10448,CORNISH FPO LTD,11.89,24.23,120,108.337,1984,W,GBR,Y,N
NEWLYN,NEWLYN,SS28,LAMORNA,A24806,11222,CORNISH FPO LTD,11.93,13.28,94,94.911,1986,W,GBR,Y,N
NEWLYN,NEWLYN,FY97,GALATEA,A17221,10485,CORNISH FPO LTD,11.95,26.72,178,133.277,1984,F,GBR,N,N
NEWLYN,NEWLYN,PZ81,LYONESSE,C19265,10957,CORNISH FPO LTD,11.99,18.09,348,218.948,2008,F,GBR,Y,N
NEWLYN,NEWLYN,PZ32,CATHRYN,A21559,10902,CORNISH FPO LTD,12.16,16.25,85,84.944,1955,W,GBR,N,N
NEWLYN,PORT ISAAC,PW364,ORCADES II,C17554,10897,CORNISH FPO LTD,12.19,5.04,456,251.034,2002,F,GBR,Y,N
NEWLYN,PADSTOW,TH177,ICHTHUS,B12291,44745,NON-SECTOR,12.2,25.65,187,141.49,1990,F,GBR,Y,N
NEWLYN,NEWLYN,PW788,DELTA DAWN III,B13197,44755,CORNISH FPO LTD,12.23,26.43,160,133.639,1992,W,GBR,Y,N
NEWLYN,NEWLYN,SS33,WHITE HEATHER,A24815,12146,INTERFISH,12.4,26.4,179.04,141.824,1988,F,,N,N
NEWLYN,NEWLYN,SS19,RIPPLE,C18453,10650,NON-SECTOR,13.35,18.18,75,86.215,1896,W,GBR,N,N
NEWLYN,MEVAGISSEY,FY10,CELTIC DAWN,A13793,44608,CORNISH FPO LTD,13.45,27.84,128,125.254,1983,F,GBR,Y,N
NEWLYN,NEWLYN,PZ182,ASTHORE,C19834,12057,SOUTH WESTERN FPO LTD,13.92,31.95,223,171.62,2010,F,GBR,N,N
NEWLYN,MEVAGISSEY,FY91,MANX RANGER,C18951,11829,CORNISH FPO LTD,13.95,37.49,209,170.775,1991,S,GBR,N,Y
NEWLYN,NEWLYN,FH145,COPIOUS,C19387,44726,SOUTH WESTERN FPO LTD,13.99,28.89,200,153.654,1990,S,GBR,N,Y
NEWLYN,NEWLYN,PW201,ATHENA M,A24704,11215,NON-SECTOR,14.1,42.63,205,166.134,1988,W,GBR,Y,N
NEWLYN,NEWLYN,TO50,HARRIET EVE,A18645,12376,CORNISH FPO LTD,14.15,26.82,175,147.378,1968,S,GBS,Y,N
NEWLYN,NEWLYN,FH401,GOLDEN PROMISE,B14805,11740,CORNISH FPO LTD,14.2,35.4,179,155.81,1996,S,GBR,N,Y
NEWLYN,NEWLYN,PZ110,IMOGEN III,C20459,12413,CORNISH FPO LTD,14.5,39.04,220,175.85,1986,S,FRA,N,N
NEWLYN,NEWLYN,PZ63,GOLDEN HARVEST,A21782,12158,CORNISH FPO LTD,14.9,33.16,202,172.85,1972,F,UNK,Y,N
NEWLYN,RIVER FAL-FALMOUTH,FH207,GOLDEN FLEECE II,C18947,40944,CORNISH FPO LTD,14.95,42.24,221,186.758,2007,S,GBR,N,Y
NEWLYN,PADSTOW,PW1,BERLEWEN,C17832,11867,CORNISH FPO LTD,14.97,45.73,205,180.573,2002,,GBR,Y,Y
NEWLYN,NEWLYN,FY83,ELISABETH VERONIQUE,C18729,50193,CORNISH FPO LTD,14.98,51.89,171,155.445,1984,S,FRA,N,N
NEWLYN,NEWLYN,FH121,BRITANNIA V,A16952,12358,CORNISH FPO LTD,15.15,66,289,215.648,1986,W,GBS,N,N
NEWLYN,NEWLYN,TO60,EMMA LOUISE,C20222,12239,CORNISH FPO LTD,16.42,106,164,175.604,2012,S,GBR,Y,N
NEWLYN,NEWLYN,P1007,KASTEL PAOL,C18319,12432,CORNISH FPO LTD,16.45,56,124,150.387,1962,W,FRA,Y,N
NEWLYN,PADSTOW,PW45,CHARISMA,A10262,10027,CORNISH FPO LTD,16.6,159,268,221.03,1988,W,GBR,Y,N
NEWLYN,NEWLYN,TO32,AJAX,A10166,10018,CORNISH FPO LTD,16.98,74,238,203.037,1972,W,GBR,Y,N
NEWLYN,PADSTOW,PW177,HARVEST REAPER,A11511,40831,CORNISH FPO LTD,17,78,191,180.3,1975,W,GBR,N,Y
NEWLYN,NEWLYN,PZ1196,SILVER DAWN,C17466,11848,CORNISH FPO LTD,17.93,118,200,202.063,2001,S,GBR,Y,Y
NEWLYN,NEWLYN,TO40,INTUITION,B14502,40899,NON-SECTOR,17.98,114,175,195.081,1995,F,GBR,Y,N
NEWLYN,NEWLYN,PZ36,AJAX,A11611,44273,CORNISH FPO LTD,18.28,125.35,373,290.326,1988,S,GBR,N,N
NEWLYN,NEWLYN,FH24,OCEAN PRIDE,A12538,44439,CORNISH FPO LTD,18.75,131,325,273.938,1987,W,GBR,N,N
NEWLYN,NEWLYN,PZ498,STELISSA,C20296,12312,CORNISH FPO LTD,20.6,140,289,263.95,1991,S,FRA,Y,N
NEWLYN,NEWLYN,SS118,CRYSTAL SEA,B10654,40890,CORNISH FPO LTD,20.94,158,399,321.104,1989,W,GBR,N,N
NEWLYN,NEWLYN,PZ100,ELIZABETH N,C16184,11768,CORNISH FPO LTD,22.82,100,220,240.94,1984,S,NLD,N,Y
NEWLYN,NEWLYN,PZ101,LOUISA N,B11802,12138,CORNISH FPO LTD,23.12,125,219,243.975,1990,S,POL,N,N
NEWLYN,NEWLYN,PZ10,KAREN N,C19001,11101,CORNISH FPO LTD,23.13,121,221,244.938,1990,,POL,N,Y
NEWLYN,NEWLYN,PZ476,LISA JACQUELINE STEVENSON,A21802,10949,CORNISH FPO LTD,24.2,112,447,356.514,1973,S,NLD,N,Y
NEWLYN,NEWLYN,PZ195,WILLIAM STEVENSON,A21659,10925,CORNISH FPO LTD,25.99,104,559.5,419.41,1967,S,NLD,N,Y
NEWLYN,NEWLYN,PZ193,TREVESSA 1V,A21657,10923,CORNISH FPO LTD,26.15,135,611,448.848,1969,S,NLD,N,Y
NEWLYN,NEWLYN,PZ199,ALGRIE,A21663,10929,CORNISH FPO LTD,26.2,121,515,400.216,1968,S,NLD,N,Y
NEWLYN,NEWLYN,PZ1001,RESURGAM,A21569,10903,CORNISH FPO LTD,26.22,134,447,374.202,1969,S,NLD,N,Y
NEWLYN,NEWLYN,PZ542,FILADELFIA,A21839,10956,CORNISH FPO LTD,26.26,131,611,448.266,1969,S,DNK,N,Y
NEWLYN,NEWLYN,PZ115,SAPPHIRE II,C20294,12290,CORNISH FPO LTD,26.5,180,597,467.4,1981,S,NLD,N,N
NEWLYN,NEWLYN,PZ191,WILLIAM SAMPSON STEVENSON,A21655,10921,CORNISH FPO LTD,28.24,142,611,466.982,1969,S,UNK,N,Y
NEWLYN,NEWLYN,PZ198,AALTJE ADRIAANTJE,A21662,10928,CORNISH FPO LTD,28.6,125,493,404.89,1967,S,NLD,N,Y
NEWLYN,NEWLYN,PZ137,TWILIGHT III,A21621,10916,CORNISH FPO LTD,29.1,141,597,465.948,1969,S,NLD,N,Y
NEWLYN,NEWLYN,PZ78,JAMES R.H. STEVENSON,A21587,11933,CORNISH FPO LTD,29.8,153,608,470.28,1969,S,DNK,N,Y
NEWLYN,NEWLYN,PZ532,BILLY ROWNEY,A21833,11929,CORNISH FPO LTD,31.86,187,731,567.9,1973,S,NLD,N,Y
NEWLYN,NEWLYN,PZ512,CORNISHMAN,A18877,10733,CORNISH FPO LTD,32.82,208.2,671,548.756,1971,S,NLD,N,Y
NEWLYN,NEWLYN,PZ1053,ST GEORGES,A18835,10724,CORNISH FPO LTD,34.78,237,749,597.9,1973,S,NLD,N,Y
NEWLYN,NEWLYN,PZ307,JACOBA,C19833,12102,CORNISH FPO LTD,37.5,417.95,746,616.95,1975,S,NLD,N,Y
NORTH SHIELDS,NORTH SHIELDS,WA1,DAYBREAK,C20338,11552,NON-SECTOR,10.01,9.98,104,96.35,2012,F,GBR,Y,N
NORTH SHIELDS,BOULMER,BK64,NORTHERN PRIDE,A14619,10210,NON-SECTOR,10.37,4.6,67,62.712,1977,W,GBR,Y,N
NORTH SHIELDS,NORTH SHIELDS,R7,SCARLET CORD,C20477,12438,NORTH SEA FISHERMENS ORGANISATION LTD,10.39,10.49,338,203.427,2013,F,GBR,Y,N
NORTH SHIELDS,NORTH SHIELDS,SH132,FEAR NOT,B11000,40421,NON-SECTOR,10.4,14.65,89,85.29,1989,W,GBR,Y,N
NORTH SHIELDS,SUNDERLAND,BH56,FREEDOM II,A14456,10180,NON-SECTOR,10.4,7.06,39,49.79,1985,W,GBR,Y,N
NORTH SHIELDS,SUNDERLAND,SD277,JANWAL II,B12595,11489,NON-SECTOR,10.5,8.01,90,68.85,1990,F,GBR,Y,N
NORTH SHIELDS,SEAHOUSES,BK96,MADONNA,B11069,44712,NON-SECTOR,10.58,4.61,90,77.424,1969,W,GBR,Y,N
NORTH SHIELDS,SEAHOUSES,BK86,UNITY,A12289,10115,NON-SECTOR,10.75,9.53,94,88.525,1986,W,GBR,Y,N
NORTH SHIELDS,SEAHOUSES,BK279,GLAD TIDINGS III,A14715,10218,NON-SECTOR,10.82,11.96,46,59.544,1971,W,GBR,Y,N
NORTH SHIELDS,AMBLE,BH57,PROVIDER,B11180,11370,ANGLO-SCOTTISH FPO LTD,10.87,15.82,134.28,107.602,1989,W,GBR,Y,N
NORTH SHIELDS,BLYTH,BH155,BORDER QUEEN,A14529,10195,NON-SECTOR,11.03,6.91,68,69.646,1979,W,GBR,Y,N
NORTH SHIELDS,BLYTH,BH174,HARTLEY,A14545,10198,NON-SECTOR,11.22,9.4,100,85.392,1980,W,GBR,Y,N
NORTH SHIELDS,SEAHAM,SD36,BOYS OWN,B10351,10736,NON-SECTOR,11.25,6.91,59,61.425,,W,GBR,Y,N
NORTH SHIELDS,SEAHAM,SD47,TINA,C18389,10492,NON-SECTOR,11.25,14.02,62,73.912,1973,W,DNK,Y,N
NORTH SHIELDS,WHITEHAVEN,WA37,SCOTIA,A10538,10043,NORTHERN IRELAND FPO LTD,11.25,20.06,62,78.975,1955,W,GBR,N,N
NORTH SHIELDS,HARTLEPOOL,BH212,CONSTANT FRIEND,A14569,44321,SCOTTISH FISHERMENS ORGANISATION,11.29,8.21,81,77.207,1958,W,GBR,N,N
NORTH SHIELDS,NORTH SHIELDS,BK83,NONAKIE,C18382,11491,NON-SECTOR,11.35,6.33,207,133.556,2005,F,GBR,Y,N
NORTH SHIELDS,NORTH SHIELDS,SN12,TRUSTFUL,A10048,44001,NON-SECTOR,11.43,20.81,82,92.678,1969,W,GBR,N,Y
NORTH SHIELDS,NORTH SHIELDS,SN168,SHEMARA,A22088,44594,NON-SECTOR,11.43,12.65,55.18,73.637,1982,F,GBR,Y,N
NORTH SHIELDS,SILLOTH,CL4,JOLANDA,B11918,11445,NON-SECTOR,11.5,22.16,141.74,119.558,1990,S,GBR,N,N
NORTH SHIELDS,NORTH SHIELDS,SN45,NORTH EASTERN,A14439,11605,ANGLO-SCOTTISH FPO LTD,11.51,8.03,89,81.141,1983,W,GBR,Y,N
NORTH SHIELDS,HARTLEPOOL,HL11,J.J.,C16411,12219,ANGLO-SCOTTISH FPO LTD,11.52,15.56,126,105.084,1998,F,GBR,Y,N
NORTH SHIELDS,MARYPORT,WA31,STJERNEN,A23563,11130,NORTHERN IRELAND FPO LTD,11.54,18.82,66,82.553,1959,W,GBR,N,Y
NORTH SHIELDS,AMBLE,BH230,STAR DIVINE,A12376,10126,THE FIFE FPO LTD,11.58,19.24,193,138.844,1982,W,GBR,N,N
NORTH SHIELDS,WHITEHAVEN,WA5,PATSY ANNE,A13282,10144,NORTHERN IRELAND FPO LTD,11.58,11.86,104,88.835,1969,W,GBR,N,N
NORTH SHIELDS,SEAHOUSES,BK10,GLAD TIDINGS VII,C17596,11425,NON-SECTOR,11.6,7.19,467,256.55,2002,F,GBR,Y,N
NORTH SHIELDS,WHITEHAVEN,WA2,SYRINEN,A23545,11127,ANGLO-NORTH IRISH FPO LTD,11.6,18.91,82,89.912,1959,W,GBR,N,N
NORTH SHIELDS,SILLOTH,BN78,JAANA B,A15000,10306,NON-SECTOR,11.86,13.72,76,84.486,1982,S,GBR,N,N
NORTH SHIELDS,WHITEHAVEN,WA38,BARBARA ANNE,A24798,44691,NORTHERN IRELAND FPO LTD,11.92,30.75,239,164.17,1988,S,GBR,N,N
NORTH SHIELDS,MARYPORT,MT421,DESTINY,A12426,44423,NORTHERN IRELAND FPO LTD,12.14,22.19,81,91.687,1963,W,GBR,N,N
NORTH SHIELDS,NORTH SHIELDS,MT123,SAM LEWETTE II,B11316,11980,NORTHERN IRELAND FPO LTD,12.2,27.87,182,141.436,1990,S,,N,Y
NORTH SHIELDS,NORTH SHIELDS,H10,RIPTIDE,C20484,11601,NON-SECTOR,12.49,16.45,521.8,293.513,1990,F,GBR,Y,N
NORTH SHIELDS,NORTH SHIELDS,WA73,RADIANT STAR,A12509,44437,SCOTTISH FISHERMENS ORGANISATION,12.8,29.17,128,118.4,1980,W,GBR,N,Y
NORTH SHIELDS,WHITEHAVEN,WA35,KINLOCH,A13557,11873,ANGLO-NORTH IRISH FPO LTD,12.8,24.79,177,135.074,1969,W,GBR,N,N
NORTH SHIELDS,NORTH SHIELDS,CL26,SOLWAY PROVIDER,B14406,40820,NON-SECTOR,13.34,16.85,105.95,113.977,1995,S,GBR,N,N
NORTH SHIELDS,MARYPORT,MT188,SINCERITY II,A24699,11962,NORTHERN IRELAND FPO LTD,13.39,24.33,127,119.414,1962,W,GBR,N,Y
NORTH SHIELDS,NORTH SHIELDS,SN1,FREM W,C19077,11435,ANGLO-SCOTTISH FPO LTD,13.4,20.53,240,168.3,1981,W,DNK,N,N
NORTH SHIELDS,MARYPORT,BH44,BORDER LASSIE,A14446,44624,NORTHERN IRELAND FPO LTD,13.41,25.85,94,106.936,1958,W,GBR,N,Y
NORTH SHIELDS,NORTH SHIELDS,SN9,SOLAN,A12358,44405,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,13.42,34.64,207,159.445,1980,U,GBR,Y,Y
NORTH SHIELDS,NORTH SHIELDS,SN360,CHANNEL VENTURE II,C18690,12168,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,13.44,28.81,127,124.753,1982,F,GBR,N,N
NORTH SHIELDS,MARYPORT,MT66,OUR JAMES,A12116,11437,FLEETWOOD FPO LTD,13.57,24.92,145,132.421,1965,W,GBR,N,Y
NORTH SHIELDS,NORTH SHIELDS,WA267,AEOLUS,C16105,41021,NON-SECTOR,13.67,34.27,197,159.597,1997,S,GBR,N,Y
NORTH SHIELDS,NORTH SHIELDS,LN463,LORD SAM II,C17088,12372,NON-SECTOR,13.71,25.79,194,166.407,2000,S,POR,N,N
NORTH SHIELDS,NORTH SHIELDS,F44,TICINO,A16634,10402,ANGLO-SCOTTISH FPO LTD,13.8,24.31,82,101.346,1971,W,GBR,N,N
NORTH SHIELDS,NORTH SHIELDS,MT99,GOLDEN FLEECE,A17005,50089,NORTHERN IRELAND FPO LTD,13.9,31,201,159.394,1975,W,GBR,N,Y
NORTH SHIELDS,NORTH SHIELDS,MT120,BALCARY,C19240,40018,FLEETWOOD FPO LTD,13.95,26.91,114,117.423,1967,W,FRA,N,Y
NORTH SHIELDS,SUNDERLAND,SD1,SINCERITY S,A10206,11647,ANGLO-SCOTTISH FPO LTD,13.95,23.68,80,104.076,1960,W,GBR,Y,N
NORTH SHIELDS,NORTH SHIELDS,HL41,ADAPTABLE,A17974,12235,ANGLO-SCOTTISH FPO LTD,14.04,17.09,127,127.35,1971,W,GBR,N,N
NORTH SHIELDS,NORTH SHIELDS,SH94,OCEAN SPRAY,B11288,12335,NON-SECTOR,14.11,40.34,205,171.83,1990,W,GBR,Y,N
NORTH SHIELDS,HARTLEPOOL,BH133,ZENITH,A12347,12014,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,14.64,49.3,224.22,188.739,1983,W,GBR,Y,N
NORTH SHIELDS,SEAHOUSES,BK172,GOOD FELLOWSHIP,A10112,11885,ANGLO-SCOTTISH FPO LTD,14.9,28.4,120,128.5,1960,W,GBR,N,
NORTH SHIELDS,NORTH SHIELDS,BH456,AQUARIUS II,C17382,11863,THE FIFE FPO LTD,14.94,51.91,216,185.346,2001,S,GBR,N,N
NORTH SHIELDS,MARYPORT,MT23,CHELARIS,C18548,11953,NORTHERN IRELAND FPO LTD,14.98,32.89,221,172.852,1970,S,GBR,N,Y
NORTH SHIELDS,MARYPORT,MT55,ALAUNA,A13108,40282,FLEETWOOD FPO LTD,14.98,47.72,177,162.04,1973,W,GBR,N,Y
NORTH SHIELDS,NORTH SHIELDS,SN79,MADALIA,A22597,40389,SCOTTISH FISHERMENS ORGANISATION,14.99,41.16,242,192.094,1972,W,GBR,N,N
NORTH SHIELDS,WHITEHAVEN,MT126,BONNIE LASS III,A11129,44179,SCOTTISH FISHERMENS ORGANISATION,16.45,37,220,184.211,1971,W,GBR,N,Y
NORTH SHIELDS,AMBLE,BH227,NIMROD,B10407,11281,ANGLO-SCOTTISH FPO LTD,16.5,95,249,212.7,1989,W,GBR,N,N
NORTH SHIELDS,AMBLE,BH92,FIDELITY,A10752,11676,ANGLO-SCOTTISH FPO LTD,16.73,69,272,213.578,1975,W,GBR,N,N
NORTH SHIELDS,NORTH SHIELDS,SN100,DIAMOND D,A13042,40621,SCOTTISH FISHERMENS ORGANISATION,16.77,48,172,170.977,1973,W,GBR,N,N
NORTH SHIELDS,BLYTH,BH156,GREEN PASTURES,A12175,44363,ANGLO-SCOTTISH FPO LTD,16.89,56,309,227.554,1980,W,GBR,N,N
NORTH SHIELDS,NORTH SHIELDS,GY451,STORMY C,C20273,50201,NON-SECTOR,17.06,41,127,143.303,1960,W,DNK,Y,N
NORTH SHIELDS,NORTH SHIELDS,SN36,LUC,A22991,11072,ANGLO-SCOTTISH FPO LTD,17.8,69,171,180.546,1980,S,GBR,N,N
NORTH SHIELDS,WHITEHAVEN,GY152,SANRENE,A17526,10515,NORTHERN IRELAND FPO LTD,17.82,51,111,144.396,1969,W,DNK,N,N
NORTH SHIELDS,NORTH SHIELDS,MT100,ONWARD,A13225,12509,ANGLO-SCOTTISH FPO LTD,18.07,108,221,217.809,1981,W,GBR,N,N
NORTH SHIELDS,NORTH SHIELDS,GY388,KESTREL,A24179,11175,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,18.25,80,298,245.607,1982,S,UNK,N,N
NORTH SHIELDS,NORTH SHIELDS,GY199,KRISTENBORG,C17723,10531,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,19.01,70,294,234.954,1973,W,DNK,N,N
NORTH SHIELDS,NORTH SHIELDS,SN2,OCEAN ROVER,C19037,50285,NON-SECTOR,19.27,88,324,261.42,1980,S,FRA,N,N
NORTH SHIELDS,NORTH SHIELDS,WY212,SUCCESS III,B11731,40981,NORTHERN IRELAND FPO LTD,20.9,174,470,354.874,1990,W,GBR,N,Y
NORTH SHIELDS,NORTH SHIELDS,WY168,SOPHIE LOUISE,B10117,41226,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,22.36,180,459,356.586,1988,S,,N,N
NORTH SHIELDS,NORTH SHIELDS,WY809,ARTEMIS,A11530,12093,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,23.13,131,403,329.382,1978,S,GBR,N,N
